NUMERACION,FECHA,HORA,DIA,GESTION,MES,PROVINCIA,MUNICIPIO,BARRIO,AVENIDA_O_CALLE,LUGAR_ESPECIFICO_DEL_HECHO,COORDENADAS,TIPO_DE_HECHO,TIPO_DE_AUTOPARTES_O_ACCESORIOS_ROBADOS,TIPO_DEL_VEHICULO,MARCA_DEL_VEHICULO,SEXO_DE_LA_VICTIMA,EDAD_DE_LA_VICTIMA,NACIONALIDAD_DE_LA_VICTIMA,SEXO_DEL_AUTOR_O_SINDICADO,EDAD_DEL_AUTOR_O_SINDICADO,NACIONALIDAD_DEL_AUTOR_O_SINDICADO,SITUACION_JURICA_DEL_AUTOR_ARRESTADO_O_APREHENDIDO,AREA_URBANO_O_RURAL,OBSERVACIONES,LAT,LON,ERROR_GPS
631,2023-11-05,020000,LUNES,2023,NOV,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA OFICINAS DE TIGO,"-11.0382896241758, -68.7721503600994",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,26.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0382896241758,-68.7721503600994,
632,2023-11-06,000000,MARTES,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0245471573281, -68.7714045725498",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,69.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0245471573281,-68.7714045725498,
633,2023-11-06,220000,MIERCOLES,2023,NOV,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA UNIVERSIDAD AMAZONICA PANDO,"-11.0337231373807, -68.7603931013467",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,42.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0337231373807,-68.7603931013467,
634,2023-09-23,090000,JUEVES,2023,SEPT,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA PARQUE PINATA,"-11.0302638499592, -68.7633493027961",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,34.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0302638499592,-68.7633493027961,
635,2023-11-09,190000,VIERNES,2023,NOV,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA HOSPITAL ROBERTO GALINDO TERAN,"-11.0327237150403, -68.7672272079321",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,34.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0327237150403,-68.7672272079321,
636,2023-11-10,220000,SABADO,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,CALLE INNOMINADO,ALTURA FARMACIA LAS PALMAS,"-11.0227624391273, -68.7669442429875",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0227624391273,-68.7669442429875,
637,2023-11-11,220000,MARTES,2023,NOV,NICOLAS SUAREZ,COBIJA,KILOMETRO 2,AVENIDA 9 DE FEBRERO,ALTURA LOCAL EL MIRADOR,"-11.0341391940851, -68.7812055539643",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,40.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0341391940851,-68.7812055539643,
638,2023-11-13,070000,LUNES,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,CALLE 6 DE AGOSTO,ALTURA EX DISCOTECA OASIS,"-11.0371763153337, -68.7700858265943",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,MASCULINO,45.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0371763153337,-68.7700858265943,
639,2023-11-13,060000,MARTES,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO TUNARI,AVENIDA ACRE,ALTURA AVENIDA PRINCIPAL,"-11.0371763153337, -68.7700858265943",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0371763153337,-68.7700858265943,
640,2023-11-13,140000,MIERCOLES,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO PETROLERO,CALLE INNOMINADO,ALTURA COLEGIO JUAN ASURDUI DE PADILLA,"-11.0302712302298, -68.7533592100463",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,45.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0302712302298,-68.7533592100463,
641,2023-11-13,220000,JUEVES,2023,NOV,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA UNIVERSIDAD AMAZONICA DE PANDO,"-11.0337231373807, -68.7603931013467",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HAOJUE,FEMENINO,18.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0337231373807,-68.7603931013467,
642,2023-11-15,100000,VIERNES,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO 1RO DE MAYO,CALLE FLOR REMIGIO COITINES,ALTURA AVENIDA PRINCIPAL,"-11.0136758009379, -68.7719728465635",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,36.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0136758009379,-68.7719728465635,
643,2023-11-15,210000,SABADO,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO PAZ ZAMORA,CALLE INNOMINADO,ALTURA DISCOTECA ILLIMANI,"-11.0420607299762, -68.7747820618951",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,46.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0420607299762,-68.7747820618951,
644,2023-11-17,180000,MARTES,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,CALLE INNOMINADO,ALTURA U E MADRE NAZARIA,"-11.0348951755668, -68.7762348978926",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,38.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0348951755668,-68.7762348978926,
645,2023-11-15,190000,LUNES,2023,NOV,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE LOS POZOS,ALTURA AVENIDA PRINCIPAL,"-10.6919983716258, -66.9818196897383",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,19.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-10.6919983716258,-66.9818196897383,
646,2023-11-17,210000,MARTES,2023,NOV,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA PARQUE PINATA,"-11.0300898357272, -68.7635217079332",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,GAN MONTERO,MASCULINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0300898357272,-68.7635217079332,
647,2023-11-19,170000,MIERCOLES,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE INNOMINADO,ALTURA CAPILLA,"-11.0245471573281, -68.7714045725498",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,34.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0245471573281,-68.7714045725498,
648,2023-11-20,030000,JUEVES,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,AVENIDA 9 DE FEBRERO,ALTURA MIRADOR,"-11.0348951755668, -68.7762348978926",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,YAMAHA,MASCULINO,36.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0348951755668,-68.7762348978926,
649,2023-11-20,210000,VIERNES,2023,NOV,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA UNIVERSIDAD AMAZONICA DE PANDO INMEDIACIONES FARMACIA,"-11.0337231373807, -68.7603931013467",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,18.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0337231373807,-68.7603931013467,
650,2023-11-21,200000,SABADO,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO TAHUAMANU,CALLE INNOMINADO,ALTURA UNIVERSIDAD AMAZONICA DE PANDO,"-11.0337231373807, -68.7603931013467",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0337231373807,-68.7603931013467,
651,2023-11-22,180000,MARTES,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO TAJIBOS,AVENIDA PANDO,ALTURA AVENIDA PRINCIPAL,"-11.0324005703666, -68.7718481693095",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0324005703666,-68.7718481693095,
652,2023-11-23,190000,LUNES,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,CALLE MANURIPI,ALTURA AVENIDA PRINCIPAL,"-11.0371763153337, -68.7700858265943",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,25.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0371763153337,-68.7700858265943,
653,2023-11-25,230000,MARTES,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO LA AMISTAD,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0091023240222, -68.7762531613853",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0091023240222,-68.7762531613853,
654,2023-11-26,200000,MIERCOLES,2023,NOV,NICOLAS SUAREZ,COBIJA,COMUNIDAD BAJO VIRTUDES,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0163434261331, -68.8127858386279",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,45.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0163434261331,-68.8127858386279,
655,2023-11-18,220000,JUEVES,2023,NOV,NICOLAS SUAREZ,BELLA FLOR,VILLA MAPAJO,CALLE INNOMINADO,AREA RURAL,"-10.60872, -67.67377",ROBO DE VEHICULO,SIN DATO,SIN DATO,SIN DATO,MASCULINO,41.0,BRASILERO,SIN DATO,,SIN DATO,LIBRE,RURAL,NINGUNO,-10.60872,-67.67377,
656,2023-11-30,230000,VIERNES,2023,DIC,NICOLAS SUAREZ,COBIJA,BARRIO LA CRUZ,CALLE INNOMINADO,ALTURA UE VILLA LA CRUZ,"-11.0286935440439, -68.7600626153438",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0286935440439,-68.7600626153438,
657,2023-12-01,100000,SABADO,2023,DIC,NICOLAS SUAREZ,COBIJA,BARRIO SANTA CLARA,CALLE INNOMINADO,ALTURA UE JOSE MANUEL PANDO,"-11.031113, -68.773607",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,24.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.031113,-68.773607,
658,,220000,MARTES,2023,DIC,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA INTERNACIONAL,ALTURA TRANCA INTERNACIONAL,"-11.0269020451964, -68.7522226821709",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,42.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0269020451964,-68.7522226821709,
659,2023-12-17,100000,LUNES,2023,DIC,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE INNOMINADO,ALTURA LOCAL LA PATASCA,"-11.0478972576025, -68.7725232693356",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,21.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0478972576025,-68.7725232693356,
660,2023-12-02,200000,MARTES,2023,DIC,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA KM 3,"-11.043272, -68.772906",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,19.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.043272,-68.772906,
661,2023-12-25,030000,MIERCOLES,2023,DIC,NICOLAS SUAREZ,COBIJA,BARRIO SENADOR,AVENIDA PANDO,ALTURA MODULO SENADOR,"-11.037546, -68.777305",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KINGO,MASCULINO,60.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.037546,-68.777305,
662,2023-12-23,070000,JUEVES,2023,DIC,NICOLAS SUAREZ,COBIJA,BARRIO LA CRUZ,CALLE IGNACIO COITINES,INTERIOR DE SU DOMICILIO,"-11.01832, -68.764654",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,45.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.01832,-68.764654,
663,2023-10-30,050000,VIERNES,2023,DIC,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,AVENIDA TAJIVOS,ALTURA DEL HOSPITAL ROBERTO GALINDO TERAN,"-11.03316, -68.767493",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,62.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.03316,-68.767493,
664,2023-10-29,110000,SABADO,2023,DIC,NICOLAS SUAREZ,COBIJA,BARRIO PUERTO ALTO,AVENIDA CIRCUNVALACION,ALTURA FLORERIA FLORALES,"-11.011358, -68.755933",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,20.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.011358,-68.755933,
665,2023-10-29,200000,MARTES,2023,DIC,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE JUNIO,CALLE INNOMINADO,ALTURA DEL CENTRO DE SALUD 27 DE JUNIO,"-11.019049, -68.778716",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,39.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.019049,-68.778716,
666,2023-12-05,210000,LUNES,2023,DIC,NICOLAS SUAREZ,COBIJA,BARRIO 6 DE ENERO,AVENIDA 06 DE ENERO,ALTURA IGLESIA PUERTAS DEL CIELO,"-11.025345, -68.78206",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.025345,-68.78206,
667,2023-11-07,090000,MARTES,2023,NOV,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0245471573281, -68.7714045725498",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,FEMENINO,26.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0245471573281,-68.7714045725498,
668,2024-06-10,090000,MIERCOLES,2024,JUN,NICOLAS SUAREZ,COBIJA,BARRIO PANTANAL,CALLE LAS GOLONDRINAS,VIA PUBLICA,"-11.0307910171146, -68.775563766126",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,MASCULINO,58.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0307910171146,-68.775563766126,
669,2024-02-16,090000,JUEVES,2024,FEB,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA MERCADO CENTRAL,"-11.021305, -68.756999",RECEPTACION DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,FEMENINO,46.0,BOLIVIANO,MASCULINO,,BRASILERO,APREHENDIDO,URBANO,NINGUNO,-11.021305,-68.756999,
670,2024-06-29,090000,VIERNES,2024,JUL,NICOLAS SUAREZ,COBIJA,BARRIO SAN JUAN 1,CARRETERA COBIJA A PORVENIR,BARRIO ENCANTADO,"-11.0522118112223, -68.7779217039182",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,45.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0522118112223,-68.7779217039182,
671,2024-07-14,090000,SABADO,2024,JUL,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,CALLE INNOMINADO,ROTONDA 27 DE MAYO,"-11.0247716755841, -68.7666349337031",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,54.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0247716755841,-68.7666349337031,
672,2024-07-20,090000,MARTES,2024,JUL,NICOLAS SUAREZ,COBIJA,BARRIO CACIQUE,CALLE INNOMINADO,UE MANUELA ROJAS,"-11.0165385020867, -68.7796571017694",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,VENZER,MASCULINO,32.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0165385020867,-68.7796571017694,
673,2024-01-01,040000,LUNES,2024,ENE,NICOLAS SUAREZ,COBIJA,COMUNIDAD VILLA ROSARIO,CALLE INNOMINADO,VIA PUBLICA,"-11.137368, -68.812354",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,45.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.137368,-68.812354,
674,2024-01-01,020000,MARTES,2024,ENE,NICOLAS SUAREZ,COBIJA,SIN DATO,AVENIDA 9 DE FEBRERO,ALTURA ROTONDA KM 3,"-11.0476215587858, -68.7761198201924",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,YAMAHA,MASCULINO,28.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0476215587858,-68.7761198201924,
675,2024-01-04,210000,MIERCOLES,2024,ENE,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA BAHIA,ALTURA LOCAL EVENTOS NIKY,"-11.025077, -68.761599",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,DANNY,MASCULINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.025077,-68.761599,
676,2023-11-07,180000,JUEVES,2024,ENE,NICOLAS SUAREZ,COBIJA,SIN DATO,AVENIDA 9 DE FEBRERO,BARRIO PENA EL ENCANTADO,"-11.0518613939909, -68.7779030224893",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,41.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0518613939909,-68.7779030224893,
677,2024-01-07,230000,VIERNES,2024,ENE,NICOLAS SUAREZ,COBIJA,SIN DATO,AVENIDA TAJIBOS,VIA PUBLICA,"-11.032143, -68.771601",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,39.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.032143,-68.771601,
678,,190000,SABADO,2024,ENE,NICOLAS SUAREZ,COBIJA,SIN DATO,AVENIDA 9 DE FEBRERO,ALTURA DE LA CONTRALORIA,"-11.025539, -68.761421",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,OPTIMUS,MASCULINO,32.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.025539,-68.761421,
679,2024-01-07,070000,MARTES,2024,ENE,NICOLAS SUAREZ,COBIJA,BARRIO SANTA CLARA,AVENIDA PANDO,ALTURA PUERTA PRINCIPAL DE VIVIENDAS DE LA FAB,"-11.032527, -68.771659",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,24.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.032527,-68.771659,
680,2024-01-06,050000,LUNES,2024,ENE,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,CALLE CARMEN CABRERA,ALTURA CANCHA MADRE NAZARIA,"-11.025432, -68.761497",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,43.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.025432,-68.761497,
681,,100000,MARTES,2024,ENE,NICOLAS SUAREZ,COBIJA,BARRIO SANTA CECILIA,AVENIDA FERNANDEZ MOLINA,INTERIOR COMANDO DPTAL,"-11.0232075118823, -68.7573960920707",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0232075118823,-68.7573960920707,
682,,000000,MIERCOLES,2024,ENE,NICOLAS SUAREZ,COBIJA,BARRIO SAN JUAN 1,AVENIDA 9 FEBRERO,ALTURA BAR EL ENCANTADO,"-11.032541, -68.771967",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.032541,-68.771967,
683,2024-01-09,210000,JUEVES,2024,ENE,NICOLAS SUAREZ,COBIJA,BARRIO SAN PEDRO,CALLE INNOMINADO,VIA PUBLICA,"-11.025489, -68.761237",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,GAN MONTERO,MASCULINO,44.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.025489,-68.761237,
684,2024-01-09,160000,VIERNES,2024,ENE,NICOLAS SUAREZ,COBIJA,BARRIO EUREKA,AVENIDA ACRE,KM 3 INGRESO AL B EUREKA,"-11.044475, -68.769663",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,43.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.044475,-68.769663,
685,2023-11-15,100000,SABADO,2024,ENE,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE FLOR DE TAROPE ESQ CALLE PATUJU,PREDIOS DE DIPROVE,"-11.024727, -68.776787",RECEPTACION DE VEHICULO,SIN DATO,AUTOMOVIL,SIN DATO,MASCULINO,41.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.024727,-68.776787,
686,2024-01-11,000000,MARTES,2024,ENE,NICOLAS SUAREZ,COBIJA,BARRIO MAPAJO,CALLE INNOMINADO,ALTURA DE LA PLAZA MAPAJO,"-11.024279, -68.7769",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,40.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.024279,-68.7769,
687,2024-01-12,230000,LUNES,2024,ENE,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,CALLE INNOMINADO,ALTURA C LUIS ESPINAL,"-11.024322, -68.776932",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,MASCULINO,21.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.024322,-68.776932,
688,2024-01-15,200000,MARTES,2024,ENE,NICOLAS SUAREZ,COBIJA,BARRIO VILLAMONTES,CALLE LUCIO PEREZ VELASCO,ALTURA LA PUERTA DE SU DOMICILIO,"-11.010776, -68.754711",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FENIX,FEMENINO,27.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.010776,-68.754711,
689,2024-01-15,200000,MIERCOLES,2024,ENE,NICOLAS SUAREZ,COBIJA,BARRIO CATARATAS,AVENIDA PRINCIPAL,VIA PUBLICA,"-11.017611, -68.765674",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,19.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.017611,-68.765674,
690,2024-01-16,190000,JUEVES,2024,ENE,NICOLAS SUAREZ,COBIJA,BARRIO LA AMISTAD,CALLE INNOMINADO,ALTURA LOCAL D RUMBA,"-11.040759, -68.772065",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,20.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.040759,-68.772065,
691,2024-01-16,010000,VIERNES,2024,ENE,NICOLAS SUAREZ,COBIJA,BARRIO VILLAMONTES,AVENIDA 9 DE FEFRERO,ALTURA HOTEL DIANA,"-11.017318, -68.754972",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,39.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.017318,-68.754972,
692,2024-01-17,120000,SABADO,2024,ENE,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,AVENIDA 9 DE FEBRERO,ALTURA HOSPITAL ROBERTO GALINDO TERAN KM 2,"-11.032929213253, -68.7672592858581",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.032929213253,-68.7672592858581,
